156,1626,艾美特-KY,"80,228",43,"1,807,073",22.85,22.85,22.35,22.50,+,0.35,22.45,1,22.50,2,30.00,20210107
157,1701,中化,"1,178,659",543,"27,118,338",23.10,23.15,22.95,23.05, ,0.0,23.00,82,23.05,35,12.88,20210107
158,1702,南僑,"545,219",398,"25,177,754",46.25,46.45,45.95,46.15,+,0.05,46.10,19,46.25,2,11.62,20210107
159,1707,葡萄王,"432,045",436,"78,170,747",181.50,182.00,179.50,179.50,+,1.0,179.50,19,180.50,1,19.12,20210107
160,1708,東鹼,"530,359",311,"12,385,280",23.30,23.50,23.20,23.50,+,0.25,23.40,2,23.50,45,30.92,20210107
161,1709,和益,"607,201",295,"9,276,276",15.15,15.35,15.15,15.30,+,0.25,15.25,30,15.30,8,16.45,20210107
162,1710,東聯,"3,130,680","1,294","60,647,816",19.25,19.65,19.20,19.25,+,0.15,19.25,46,19.30,5,0.00,20210107
163,1711,永光,"1,065,639",523,"17,732,913",16.65,16.80,16.50,16.60,+,0.1,16.60,182,16.65,3,51.88,20210107
164,1712,興農,"797,282",434,"16,967,926",21.15,21.35,21.15,21.30,+,0.2,21.25,33,21.30,53,11.70,20210107
165,1713,國化,"130,609",67,"2,670,151",20.55,20.65,20.20,20.60,+,0.15,20.55,10,20.60,8,42.92,20210107
166,1714,和桐,"2,614,111",730,"26,725,832",10.20,10.30,10.15,10.20,+,0.1,10.15,115,10.20,152,5.73,20210107
167,1717,長興,"11,972,256","5,144","455,684,204",37.40,38.40,37.35,38.15,+,1.0,38.15,87,38.20,17,20.51,20210107
168,1718,中纖,"24,999,090","5,991","263,582,185",10.55,10.75,10.35,10.45,+,0.25,10.40,158,10.45,39,8.16,20210107
169,1720,生達,"1,112,710",757,"40,729,466",37.05,37.05,36.50,36.50,-,0.4,36.50,27,36.55,2,14.15,20210107
170,1721,三晃,"278,932",145,"2,955,537",10.70,10.70,10.55,10.55, ,0.0,10.55,20,10.60,18,4.03,20210107
171,1722,台肥,"1,656,507",750,"89,337,214",53.80,54.20,53.70,54.10,+,0.3,54.00,86,54.10,57,20.34,20210107
172,1723,中碳,"1,258,459",946,"138,533,586",107.50,111.00,107.50,110.50,+,4.0,110.00,57,110.50,82,38.77,20210107
173,1724,台硝,"33,111",39,"438,208",13.20,13.30,13.15,13.20,+,0.05,13.15,3,13.25,2,50.77,20210107
174,1725,元禎,"13,034",9,"210,235",16.15,16.15,16.10,16.10,-,0.05,16.10,11,16.15,1,17.69,20210107
175,1726,永記,"17,646",20,"1,256,291",71.40,71.50,71.00,71.30, ,0.0,71.30,1,71.50,1,14.01,20210107
